Número,Texto,Bloco,Resposta Correta,Arquivo Prova
90,"Mulher, 82 anos, há cerca de 1 ano queixa-se de saída de uma bola pela vagina. A sua acompanhante refere que nos últimos 2 meses o fundo da calcinha da paciente está frequentemente sujo de sangue. É viúva e não tem mais interesse em atividade sexual. É portadora de diabetes e hipertensão de difícil controle, além de uma valvulopatia mitral. Ao exame físico, o ginecologista observou prolapso uterino estádio 3 na classificação de POP-Q e ulceração em ectocérvice. Traz um laudo do seu cardiologista orientando que, se a opção do ginecologista for cirúrgica, o procedimento deve ser o de menor duração possível. Assinale a alternativa correta em relação à melhor conduta nesse caso:  (A) Colpocleise (Cirurgia de Le Fort) (B) Fixação do colo uterino no ligamento sacroespinhoso (C) Histerectomia total abdominal (D) Culdoplastia de McCall",CLÍNICA CIRÚRGICA,A,prova_consorcio_sp1_teste_do_progresso_2022.pdf
91,"Puérpera, 27 anos, no 10º dia do puerpério de parto cesariano, em amamentação exclusiva, apresenta progressiva dificuldade em oferecer a mama direita, pois tem muita dor. A paciente encontra-se prostrada, febril (temperatura 38,2ºC), com hiperemia e edema cutâneo ocupando grande parte da mama direita, papila invertida e com ponto de flutuação no quadrante superior-lateral. Não é possível proceder a expressão da mama direita, pela dor que a paciente apresenta, mas a expressão da mama esquerda elimina secreção láctea abundante. Avaliando a situação clínica apresentada, assinale a alternativa que está correta:  (A) A ressecção cirúrgica de parte do setor comprometido (setorectomia no QSL/MD) será suficiente para corrigir o processo, mantendo-se a lactação posteriormente. (B) Está indicado efetuar a mamografia, pois o diferencial com carcinoma inflamatório de mamas deve, obrigatoriamente, ser descartado. (C) A paciente será encorajada a interromper sua lactação com o uso de cabergolina e substituição por fórmula láctea para seu bebê, pois o leite está infectado. (D) Há necessidade de se proceder a prescrição de antibioticoterapia, elevação das mamas e proceder com a drenagem do abcesso.",CLÍNICA CIRÚRGICA,D,prova_consorcio_sp1_teste_do_progresso_2022.pdf
92,"Primigesta, 33 anos, assintomática, comparece à UBS para a consulta de pré-natal com 34 semanas e traz os resultados dos exames de rotina do terceiro trimestre. O médico verifica o resultado dos exames, dentre os quais a dosagem de hemoglobina, que é de 11,5g/dL. A dosagem da hemoglobina no primeiro exame com 10 semanas de gestação era de 12,5g/dL. Diante deste resultado, qual a conduta a ser tomada?  (A) Pesquisar hemoglobinopatias hereditárias através de eletroforese. (B) Orientar dieta rica em legumes, verduras e proteínas. (C) Encaminhar ao pré-natal de alto risco devido à anemia severa. (D) Orientar repouso e aumento da ingesta hídrica (ofertar ferro elementar em doses terapêuticas para correção da anemia instalada).",CLÍNICA CIRÚRGICA,B,prova_consorcio_sp1_teste_do_progresso_2022.pdf
93,"Uma gestante com 25 semanas realiza o teste de tolerância à glicose para rastreio do diabetes mellitus gestacional (DMG), cujo resultado foi: jejum: 97mg/dL; após 1 hora: 150mg/dL e após 2 horas: 112mg/dL. Nessa situação, a opção mais correta é:  (A) A gestante deve ser conduzida como DMG. (B) O exame está normal, não necessitando de outros. (C) O diagnóstico mais provável é de diabetes pré-existente. (D) Deve ser realizada glicemia pós-prandial para confirmar DMG.",CLÍNICA CIRÚRGICA,A,prova_consorcio_sp1_teste_do_progresso_2022.pdf
94,"Gestante, 29 anos, primigesta, com gestação proveniente de FIV (fertilização in vitro), com idade gestacional de 26 semanas e 4 dias, vem ao Pronto-Socorro com queixa de diminuição da movimentação fetal há 6 horas. Nega comorbidades anteriores e nega outras queixas. O cartão de pré-natal revela níveis pressóricos normais em todas as consultas. Ao exame clínico apresenta-se em bom estado geral, corada, hidratada, anictérica e afebril. PA 150/100mmHg. Altura uterina 20cm, batimentos cardíacos fetais 160bpm e edema de mmii, mãos e face. Exames laboratoriais revelam Hb 10,5g/dL e Ht 28%, plaquetas 198.000/mm3, TGO 34U/L, TGP 35U/L, DHL 222U/L, BT 0,9mg/dL, BI 0,5mg/dL e BD 0,4mg/dL, creatinina 1,3mg/dL, relação proteína/creatinina em amostra de urina isolada de 0,58. Ultrassom obstétrico mostra feto com peso abaixo do P3, LA de volume normal e Doppler normal. Qual dos parâmetros define o quadro como pré-eclâmpsia com sinais de agravamento?  (A) Restrição de crescimento fetal (B) Edema generalizado (C) Elevação de creatinina sérica (D) Plaquetas abaixo de 200.000/mm3",CLÍNICA CIRÚRGICA,C,prova_consorcio_sp1_teste_do_progresso_2022.pdf
95,"Primigesta, 27 anos, 83kg, 1,60m de altura, com 30 semanas e 3 dias, encaminhada para primeira consulta do Pré-Natal de Alto Risco, sem uso de hipotensores há 3 dias e com queixa de cefaleia. Na consulta, pressão arterial (PA) = 150/90mmHg, referiu uma passagem pela maternidade há 3 dias, por um episódio hipertensivo (140/90mmHg). Negava aumento da PA no início da gravidez e nas consultas pré-natais anteriores. Com ganho ponderal de 18 kg. Trouxe exames normais do Pronto-Socorro de função hepática, renal e bioquímica, porém realizou uma ultrassonografia obstétrica naquele dia, com: feto apresentando peso de 1010g (abaixo do < percentil 3%), líquido amniótico diminuído, placenta posterior grau II, Dopplervelocimetria normal. Diante do caso descrito, qual o diagnóstico para a paciente?  (A) Hipertensão gestacional (B) Pré-Eclâmpsia (C) Hipertensão Arterial Crônica (HAC) (D) Pré-eclâmpsia sobreposta a HAC",CLÍNICA CIRÚRGICA,B,prova_consorcio_sp1_teste_do_progresso_2022.pdf
96,"A progesterona é produzida pelo corpo lúteo – conjunto de células que se desenvolve no ovário, a partir do folículo, após a ovulação. A função desse hormônio é preparar o endométrio para receber o óvulo. A produção do hormônio tende a diminuir se o óvulo liberado não for fecundado. Nesse caso, a menstruação tem início e o corpo lúteo se degenera. Contudo, quando a fecundação acontece, com a evolução da gestação, a progesterona é produzida por outra estrutura que não o corpo lúteo. Qual é esta estrutura?  (A) Ovário (B) Placenta (C) Cordão umbilical (D) Colo uterino",CLÍNICA CIRÚRGICA,B,prova_consorcio_sp1_teste_do_progresso_2022.pdf
97,"Paciente de 21 anos, branca, em união consensual, trabalha em telemarketing, nascida e residente em São Paulo. Gestante de 18 semanas, ao chegar na UBS realiza os testes rápidos para HIV, Hepatite B e C e para sífilis, sendo que este último mostrou resultado positivo. Como proceder?  (A) Tratar o casal imediatamente e solicitar exames para seguimento mensalmente. (B) Aguardar o teste treponêmico para confirmar diagnóstico e depois tratar. (C) Tratar paciente com eritromicina na sífilis terciária. (D) Se o teste do parceiro for negativo, não há necessidade do mesmo ser tratado.",CLÍNICA CIRÚRGICA,A,prova_consorcio_sp1_teste_do_progresso_2022.pdf
98,"Paciente primigesta, com 11 semanas de gravidez, vem para consulta de rotina em pré-natal de baixo risco. Devemos orientar de rotina na gestação, as seguintes vacinas:  (A) Hepatite B, tétano, rubéola e caxumba. (B) Hepatite B, tríplice bacteriana (antitetânica, difteria e coqueluche), influenza e COVID-19. (C) Hepatite B, tríplice bacteriana, sarampo e caxumba. (D) Hepatite B, tríplice bacteriana, COVID-19 e febre amarela.",CLÍNICA CIRÚRGICA,B,prova_consorcio_sp1_teste_do_progresso_2022.pdf
99,"Paciente G III, com histórico de abortamento espontâneo com curetagem uterina na primeira gestação, relata que após curetagem apresentou quadro febril com sangramento vaginal, sendo realizada nova curetagem por restos de abortamento. A segunda gestação evoluiu para parto com prematuridade extrema, com 26 semanas; relata que apresentou pouca queixa de dor abdominal ou cólicas e, quando foi levada ao hospital, o bebê “já estava nascendo”. Recebeu informação que o feto nasceu vivo, sem aparentes malformações, com óbito após 6 dias por insuficiência respiratória. Na terceira gestação, teve perda fetal com 24 semanas, levada ao hospital às pressas (SIC) com sensação de peso na região perineal, com expulsão fetal imediata. Novamente, houve óbito neonatal por insuficiência respiratória e prematuridade. Paciente Rh negativo, as três gestações são do mesmo companheiro, com tipagem Rh positiva. Foi feito uso de imunoglobulina anti-Rh nos três atendimentos prestados à gestante. Exame de Coombs indireto atual negativo. Qual o diagnóstico mais provável?  (A) Incompatibilidade genética. (B) Incompatibilidade do fator Rh. (C) Insuficiência istmo-cervical. (D) Perdas fetais sem correlação clínica casual.",CLÍNICA CIRÚRGICA,C,prova_consorcio_sp1_teste_do_progresso_2022.pdf
100,"Gestante, 24 anos, primigesta, tempo de amenorreia de 36 semanas, dá entrada no pronto atendimento relatando “perda líquida que escorre pelas pernas”, há 1 hora. Nega comorbidades e alergia medimentosa. Ao exame físico: PA: 90/60mmHg, altura uterina 33cm, exame especular: presença de secreção transparente em pequena quantidade em fundo de saco de Douglas. Saída ativa pela manobra de Valsalva. Toque vaginal: colo grosso, posterior e fechado. Neste caso, pode-se afirmar que:  (A) A prescrição de penicilina cristalina se dará após 18 horas de bolsa rota. (B) O parto cesariano de urgência é indicado nos casos de bolsa rota acima de 6 horas. (C) A corticoindução é mandatória nesses casos. (D) O ultrassom obstétrico com índice de líquido amniótico normal não exclui o diagnóstico de amniorexis.",SAÚDE COLETIVA,D,prova_consorcio_sp1_teste_do_progresso_2022.pdf
101,"As arboviroses são doenças causadas por vírus transmitidos principalmente por mosquitos. Por serem doenças virais, as infecções apresentam sintomas bem semelhantes, necessitando, assim, que o médico esteja atento às manifestações clínicas do paciente e aos resultados de exames laboratoriais, para fazer o diagnóstico diferencial e o tratamento. As manifestações clínicas/laboratoriais mais relevantes da dengue são:  (A) Dor retrorbital, sangramentos e choque; linfopenia. (B) Febre e artralgia; linfopenia e trombocitose. (C) Mialgia, conjuntivite e artralgia; trombocitopenia. (D) Dor retrorbital; leucopenia, neutropenia e trombocitopenia.",SAÚDE COLETIVA,D,prova_consorcio_sp1_teste_do_progresso_2022.pdf
102,"Uma epidemia se caracteriza por aumento do número de casos acima do que se espera, comparado à incidência de períodos anteriores. A epidemia se diferencia em relação aos mecanismos e velocidade de transmissão. Sobre as epidemias de fonte comum, observa-se:  (A) Explosividade de surto. (B) Casos dispersos em diferentes áreas geográficas. (C) Ocorrência de casos secundários. (D) Propagação da doença de pessoa a pessoa.",SAÚDE COLETIVA,A,prova_consorcio_sp1_teste_do_progresso_2022.pdf
103,"Mulher de 34 anos encontra-se desempregada, e por questões financeiras foi convidada a morar com os pais do atual companheiro. Está grávida e, após ter apresentado crise convulsiva, foi levada por acompanhantes à Unidade Básica de Saúde (UBS) do novo bairro. Ao ser avaliada pela médica, recebeu medicamentos e foi orientada a fazer seu cadastro para iniciar o pré-natal. Durante a consulta, a médica solicitou que realizasse exames complementares e se submetesse a avaliação neurológica, sendo orientada a comparecer em data agendada à consulta com especialista da rede de saúde do município. Considerando o relato acima e a Lei nº 8.080/1990, que trata da organização do SUS, quais princípios doutrinários foram atendidos nessa situação?  (A) Universalidade e Regionalização (B) Intersetorialidade e Equidade (C) Universalidade e Integralidade (D) Integralidade e Territorialização",SAÚDE COLETIVA,C,prova_consorcio_sp1_teste_do_progresso_2022.pdf
104,O movimento da Reforma Sanitária Brasileira teve seu início nos anos 70. Tal movimento trazia ideias referentes às possibilidades de alterações necessárias que repercutissem em mudanças na área da saúde. As propostas contidas na Reforma Sanitária Brasileira foram expostas e bastante discutidas na 8ª Conferência Nacional de Saúde em 1986. A Constituição Federal de 1988 torna oficial o conteúdo referente à Reforma Sanitária Brasileira e estabelece:  (A) Mecanismos centralizadores de recursos para o Ministério da Saúde (B) O Sistema Único de Saúde (SUS) (C) O Ministério da Saúde (D) As Secretarias Municipais de Saúde,SAÚDE COLETIVA,B,prova_consorcio_sp1_teste_do_progresso_2022.pdf
105,"O estudo da história natural das doenças permite mapear as várias fases do processo, desde o período de exposição aos fatores de risco, passando pelas fases pré-clínica, sintomática, tratamento e recuperação. A velocidade de evolução dessas etapas dependerá da natureza de cada doença, caracterizadas como agudas ou crônicas. Portanto, é possível o desenvolvimento de estratégias de prevenção em cada uma dessas etapas (ROUQUAYROL, 2018). Assinale a alternativa correta na classificação dos tipos de prevenção:  (A) A prevenção primária envolve ações de promoção de saúde e prevenção específica. A vacinação, por exemplo, é uma estratégia de prevenção primária específica. (B) Estratégias de promoção de saúde por meio da alimentação, atividade física e suporte emocional são políticas de prevenção secundária. (C) O rastreamento de novos casos de uma determinada doença em seu período pré-clínico é uma estratégia de prevenção primária. (D) A prevenção secundária é realizada para a prevenção de complicações de doença já instalada ou reabilitação, como ocorre na reabilitação de infarto agudo do miocárdio e acidente vascular cerebral.",SAÚDE COLETIVA,A,prova_consorcio_sp1_teste_do_progresso_2022.pdf
